Asignatura Codificada,Cod.Car.Sec Codificado,Recursante,Anho,1P,Aprobado
49,5,0,0,0,0
49,7,1,0,11,1
49,5,1,0,24,1
49,7,1,0,11,1
49,7,0,0,11,0
49,5,1,0,21,1
49,5,1,0,5,1
49,5,1,0,23,1
49,5,1,0,21,1
49,5,1,0,16,1
49,5,1,0,14,1
49,7,1,0,17,1
49,5,1,0,0,1
49,5,1,0,17,1
49,5,1,0,11,1
49,7,1,0,20,1
49,5,0,0,0,0
49,5,1,0,11,1
49,5,1,0,20,1
49,7,1,0,14,1
49,5,1,0,5,0
49,5,1,0,6,1
49,5,1,0,15,1
49,5,0,0,0,0
235,7,1,0,10,1
235,7,1,0,12,0
235,6,1,0,22,1
235,6,1,0,22,1
235,5,1,0,16,1
235,6,1,0,7,1
235,6,1,0,21,0
235,5,1,0,14,1
235,5,1,0,16,1
235,6,1,0,16,1
235,5,1,0,23,1
235,5,1,0,20,1
235,5,0,0,0,0
235,5,1,0,20,1
235,5,1,0,16,1
235,7,0,0,0,0
235,7,1,0,18,1
235,5,1,0,11,1
235,5,1,0,13,0
235,5,1,0,18,1
235,5,1,0,21,1
235,5,1,0,21,1
235,5,1,0,23,1
235,6,1,0,12,1
235,6,0,0,17,0
235,5,0,0,0,0
235,5,1,0,21,1
235,5,1,0,12,1
235,7,0,0,0,0
235,5,0,0,14,0
235,6,1,0,9,1
235,5,1,0,24,1
235,5,0,0,0,0
235,5,1,0,19,1
235,5,1,0,19,1
235,6,1,0,19,1
235,5,1,0,14,1
235,5,1,0,8,1
235,5,1,0,16,1
235,5,1,0,18,1
235,5,1,0,18,1
235,5,1,0,14,1
235,5,1,0,24,1
200,7,1,0,11,1
200,7,1,0,14,1
200,7,0,0,10,0
200,7,0,0,12,0
200,7,1,0,19,0
200,7,0,0,1,0
200,7,1,0,13,1
200,7,0,0,0,0
200,7,1,0,10,0
200,7,1,0,17,1
100,5,0,0,31,0
100,7,1,0,26,1
100,7,1,0,30,1
100,7,1,0,30,1
100,7,1,0,20,1
100,5,1,0,23,1
100,5,1,0,30,1
100,5,1,0,32,1
100,5,1,0,24,1
100,7,1,0,27,1
100,5,1,0,30,1
100,5,1,0,29,1
100,5,1,0,24,1
100,5,1,0,20,1
100,5,1,0,28,1
100,5,1,0,20,0
100,5,1,0,29,1
100,5,1,0,20,1
100,5,1,0,21,1
100,5,1,0,28,1
100,7,1,0,26,1
100,5,1,0,26,1
100,5,1,0,25,1
100,7,0,0,21,0
100,7,1,0,26,1
100,5,1,0,29,1
100,5,1,0,24,1
100,5,1,0,24,1
100,5,1,0,30,1
100,5,1,0,29,1
100,7,0,0,27,0
100,5,1,0,27,1
100,5,1,0,20,1
100,5,1,0,26,1
100,5,1,0,19,1
100,5,1,0,20,1
100,5,1,0,21,1
100,5,1,0,29,1
100,5,1,0,21,1
100,7,1,0,26,1
100,5,1,0,29,1
100,5,0,0,15,0
100,5,1,0,30,1
100,5,1,0,33,1
100,5,0,0,0,0
100,5,1,0,25,1
100,5,1,0,28,1
100,5,1,0,24,1
100,5,1,0,39,1
100,5,1,0,23,1
100,5,1,0,30,1
100,5,1,0,29,1
100,5,1,0,24,0
100,5,1,0,20,1
454,5,1,0,24,1
256,5,1,0,12,1
256,5,0,0,0,0
256,5,1,0,16,1
256,5,1,0,19,1
256,5,1,0,18,1
129,5,1,0,0,1
129,5,1,0,20,1
129,5,0,0,0,0
129,5,1,0,23,1
129,5,1,0,24,1
129,5,1,0,19,1
82,5,1,0,12,1
82,5,1,0,12,1
82,5,1,0,13,1
82,5,0,0,0,0
82,5,0,0,0,0
82,5,1,0,19,1
82,5,1,0,24,1
82,5,0,0,17,0
82,5,1,0,22,1
22,5,1,0,11,1
22,5,1,0,13,1
22,5,0,0,13,0
22,5,1,0,14,1
221,5,1,0,0,1
221,5,1,0,0,1
221,5,0,0,24,0
86,5,1,0,20,0
86,5,0,0,20,0
400,5,1,0,24,1
278,7,1,0,15,0
278,5,1,0,19,1
278,7,1,0,12,1
278,7,1,0,15,1
278,5,1,0,13,0
278,5,0,0,0,0
278,7,1,0,19,1
278,5,1,0,17,1
278,5,1,0,14,0
278,5,1,0,16,1
278,5,1,0,16,1
278,7,1,0,15,1
278,5,0,0,0,0
278,5,0,0,9,0
278,5,1,0,19,1
278,5,1,0,6,1
278,7,1,0,20,1
278,5,0,0,13,0
278,5,1,0,5,1
278,5,1,0,14,1
278,5,1,0,16,0
231,7,0,0,0,0
231,5,0,0,1,0
231,5,1,0,12,1
231,5,0,0,3,0
231,5,1,0,14,1
231,5,0,0,8,0
231,5,1,0,10,1
231,5,0,0,0,0
231,5,0,0,10,0
231,5,0,0,2,0
231,5,1,0,8,0
231,5,0,0,14,0
231,5,1,0,5,1
231,5,0,0,0,0
231,7,0,0,0,0
231,5,1,0,8,1
231,5,0,0,9,0
231,5,1,0,5,1
231,5,0,0,18,0
231,5,1,0,20,1
231,5,1,0,22,1
231,5,0,0,1,0
451,5,0,0,12,0
451,5,1,0,17,1
451,5,1,0,21,1
451,5,1,0,23,1
451,5,0,0,0,0
451,5,1,0,20,1
451,5,1,0,17,1
451,5,1,0,14,1
451,5,1,0,0,0
451,5,1,0,14,1
451,5,0,0,6,0
451,5,1,0,15,1
451,5,1,0,16,1
451,5,1,0,14,1
451,5,1,0,16,1
451,5,1,0,14,1
451,5,0,0,14,0
451,5,1,0,15,1
451,5,1,0,18,1
451,5,0,0,0,0
154,2,0,0,0,0
154,2,1,0,17,1
154,2,1,0,24,1
154,2,1,0,14,1
154,2,1,0,22,1
154,2,1,0,24,1
154,2,1,0,18,1
154,2,1,0,11,1
154,2,1,0,5,1
154,2,1,0,10,1
154,2,1,0,24,1
154,2,1,0,19,1
154,2,0,0,0,0
154,2,0,0,12,0
154,2,1,0,22,1
154,2,1,0,17,1
154,2,1,0,18,1
154,2,1,0,20,1
381,2,1,0,23,1
381,2,1,0,22,1
381,2,1,0,18,1
381,2,0,0,0,0
381,2,0,0,22,0
381,2,1,0,22,1
381,2,1,0,22,1
381,2,1,0,23,1
381,2,1,0,22,1
294,2,1,0,22,1
294,2,1,0,23,1
294,2,1,0,23,1
294,2,1,0,23,1
294,2,1,0,21,1
294,2,1,0,21,1
294,2,1,0,21,1
294,2,1,0,22,1
294,2,0,0,0,0
294,2,1,0,22,1
294,2,1,0,20,1
294,2,1,0,19,0
294,2,1,0,24,1
294,2,1,0,22,1
294,2,1,0,19,0
294,2,1,0,22,1
294,2,1,0,22,1
216,2,0,0,12,0
216,2,1,0,22,1
216,2,1,0,22,1
216,2,1,0,17,1
216,2,1,0,19,1
216,2,1,0,24,1
216,2,0,0,9,0
216,2,1,0,22,1
216,2,1,0,22,1
216,2,1,0,24,1
216,2,1,0,23,1
432,2,0,0,16,0
432,2,0,0,0,0
432,2,1,0,24,1
432,2,1,0,18,1
432,2,1,0,6,1
432,2,1,0,24,1
432,2,1,0,24,1
432,2,0,0,0,0
432,2,1,0,24,1
432,2,1,0,12,1
432,2,1,0,16,1
432,2,1,0,24,1
432,2,0,0,17,0
432,2,1,0,24,1
432,2,0,0,12,0
178,5,1,0,0,1
178,5,1,0,0,1
337,5,1,0,16,1
418,5,1,0,21,1
418,5,1,0,21,1
35,0,0,0,0,0
138,1,1,0,19,0
138,0,1,0,17,1
138,1,0,0,0,0
138,1,0,0,16,0
138,4,1,0,17,1
138,1,1,0,18,1
138,1,1,0,22,1
138,4,1,0,13,0
138,1,1,0,0,1
138,1,1,0,15,1
138,1,1,0,20,0
138,1,0,0,12,0
138,1,1,0,14,1
138,1,0,0,13,0
138,1,0,0,0,0
138,1,1,0,0,1
138,1,0,0,12,0
138,1,0,0,9,0
138,4,1,0,16,1
138,1,1,0,15,0
138,1,1,0,13,1
138,4,0,0,0,0
138,1,1,0,0,0
138,1,1,0,11,1
138,1,0,0,11,0
138,1,0,0,9,0
138,1,1,0,20,0
138,4,0,0,6,0
138,4,0,0,13,0
138,4,1,0,21,1
138,1,1,0,21,1
138,1,0,0,0,0
138,4,1,0,19,1
138,1,1,0,15,0
138,1,0,0,8,0
138,1,1,0,18,1
138,1,1,0,17,0
138,1,1,0,18,1
138,1,1,0,14,1
138,1,1,0,21,1
138,4,0,0,7,0
138,1,1,0,18,0
138,4,1,0,19,1
138,1,0,0,8,0
138,1,1,0,20,1
138,1,1,0,20,1
138,1,1,0,19,0
138,1,1,0,23,1
138,1,0,0,11,0
138,4,1,0,14,1
138,1,1,0,18,1
138,1,0,0,16,0
138,1,1,0,0,1
138,1,0,0,0,0
138,1,1,0,17,1
138,4,1,0,18,1
138,4,1,0,21,1
138,1,1,0,18,0
138,1,1,0,18,1
138,1,0,0,0,0
138,1,0,0,12,0
138,1,1,0,18,1
138,1,0,0,0,0
138,1,1,0,20,1
138,4,0,0,17,0
138,1,0,0,13,0
138,1,1,0,21,1
138,1,0,0,11,0
138,1,0,0,20,0
138,1,0,0,0,0
138,1,1,0,22,1
138,4,1,0,13,1
138,1,1,0,14,0
138,4,0,0,5,0
138,1,1,0,12,1
138,4,1,0,12,0
138,1,0,0,0,0
138,1,0,0,14,0
138,1,0,0,13,0
138,4,0,0,15,0
138,1,1,0,18,1
138,1,1,0,17,1
138,1,0,0,15,0
138,1,0,0,8,0
138,1,0,0,10,0
138,1,0,0,0,0
138,1,0,0,13,0
138,4,1,0,21,0
138,1,1,0,16,0
138,1,0,0,15,0
138,1,1,0,0,1
138,1,1,0,22,1
138,4,1,0,21,1
138,4,1,0,20,0
138,1,0,0,0,0
138,4,1,0,21,0
138,1,1,0,17,0
138,1,1,0,12,0
138,1,1,0,19,0
138,1,1,0,10,1
138,1,1,0,11,0
138,1,0,0,0,0
138,1,0,0,0,0
138,1,1,0,20,0
138,1,1,0,7,0
138,4,1,0,13,1
138,1,1,0,21,1
138,1,1,0,19,1
138,1,0,0,15,0
138,1,1,0,13,1
138,1,0,0,11,0
138,1,1,0,22,1
138,1,1,0,14,0
138,1,1,0,23,1
138,1,0,0,18,0
138,1,1,0,14,1
138,1,1,0,20,1
138,1,1,0,19,1
138,4,1,0,15,1
138,0,1,0,11,1
138,1,0,0,5,0
138,1,1,0,0,0
138,1,1,0,19,1
138,1,1,0,21,1
138,1,1,0,19,1
138,1,0,0,12,0
138,1,1,0,18,1
138,1,1,0,22,1
138,1,0,0,17,0
138,1,0,0,10,0
138,1,1,0,17,1
138,1,0,0,12,0
138,4,1,0,20,0
138,4,1,0,15,0
138,1,1,0,15,0
138,1,0,0,5,0
138,1,1,0,18,1
138,1,0,0,12,0
138,1,1,0,23,1
138,1,1,0,18,1
138,1,1,0,18,1
138,1,1,0,0,0
138,1,0,0,12,0
138,1,1,0,12,1
138,1,0,0,8,0
138,1,0,0,8,0
138,1,0,0,13,0
138,1,1,0,16,1
138,1,0,0,5,0
138,1,1,0,17,1
138,1,1,0,17,1
138,1,0,0,16,0
138,1,1,0,22,1
138,4,1,0,23,1
138,4,1,0,15,1
138,1,0,0,0,0
138,1,0,0,16,0
138,1,1,0,16,1
138,1,0,0,0,0
138,4,1,0,18,1
138,1,0,0,10,0
138,1,1,0,20,1
36,4,1,0,22,0
36,1,0,0,19,0
36,1,1,0,17,0
36,1,1,0,24,1
36,0,0,0,0,0
36,1,1,0,10,1
36,4,1,0,18,1
36,1,0,0,22,0
36,0,0,0,0,0
36,1,1,0,12,0
36,1,0,0,0,0
36,1,1,0,19,0
36,4,1,0,9,1
36,1,1,0,19,1
36,1,0,0,10,0
36,1,0,0,19,0
36,1,0,0,0,0
36,1,1,0,24,1
36,4,1,0,24,1
36,4,1,0,4,1
36,1,1,0,19,1
36,4,1,0,23,1
36,1,1,0,19,1
36,1,1,0,19,1
36,1,1,0,17,1
36,1,1,0,24,1
36,1,1,0,17,1
36,1,0,0,14,0
36,1,1,0,14,0
36,4,0,0,0,0
36,1,1,0,19,1
36,1,1,0,17,1
36,1,1,0,0,1
36,4,1,0,23,1
36,1,1,0,24,1
36,4,1,0,9,1
36,1,0,0,17,0
36,1,1,0,19,1
36,1,1,0,17,1
36,1,1,0,17,0
36,4,0,0,0,0
36,1,1,0,19,1
36,4,0,0,8,0
36,1,1,0,24,1
36,4,1,0,20,1
36,1,1,0,17,0
36,1,1,0,17,0
36,4,1,0,14,1
36,1,1,0,19,1
36,1,0,0,0,0
36,4,0,0,12,0
36,4,0,0,24,0
36,1,0,0,12,0
36,1,1,0,0,1
36,1,0,0,14,0
36,1,1,0,19,1
36,4,1,0,23,1
36,4,1,0,9,1
36,1,0,0,0,0
36,1,1,0,19,1
36,1,1,0,22,0
36,1,1,0,22,1
36,1,0,0,19,0
36,4,1,0,23,0
36,1,1,0,24,1
36,1,0,0,22,0
36,4,1,0,10,1
36,1,1,0,24,1
36,1,1,0,24,1
36,1,1,0,14,1
36,4,1,0,23,1
36,1,1,0,17,1
36,1,1,0,24,1
36,1,1,0,24,1
36,1,1,0,17,1
36,1,1,0,24,1
36,1,1,0,14,1
36,1,1,0,19,1
36,1,0,0,0,0
36,1,1,0,17,0
36,4,1,0,22,1
36,1,1,0,22,1
36,1,1,0,14,1
36,0,0,0,0,0
36,1,1,0,19,1
36,1,1,0,17,1
36,1,0,0,7,0
36,1,1,0,19,1
36,4,0,0,0,0
36,1,1,0,12,0
36,1,1,0,17,1
36,1,1,0,24,1
36,1,1,0,24,1
36,1,1,0,5,1
36,1,1,0,24,0
36,1,1,0,22,1
36,1,1,0,19,1
36,4,1,0,10,1
36,4,1,0,23,1
36,1,1,0,22,1
36,1,1,0,14,0
36,1,1,0,12,1
36,1,1,0,19,1
36,1,0,0,19,0
36,1,1,0,19,1
36,1,1,0,0,1
36,1,1,0,19,1
36,1,0,0,0,0
36,4,1,0,9,1
36,1,1,0,22,0
36,1,1,0,24,1
36,1,1,0,19,1
36,1,0,0,2,0
36,1,1,0,22,1
36,4,0,0,9,0
36,1,1,0,19,1
36,1,1,0,17,0
36,4,1,0,10,1
36,1,1,0,14,0
36,1,1,0,22,1
36,1,1,0,24,1
36,4,1,0,23,1
36,1,0,0,17,0
36,1,1,0,14,1
36,4,1,0,24,1
36,4,1,0,24,1
36,4,1,0,10,1
36,4,1,0,9,1
36,1,1,0,17,1
36,1,1,0,19,1
36,1,1,0,17,1
69,1,1,0,17,1
69,4,1,0,11,0
69,4,1,0,0,0
69,1,0,0,5,0
69,7,1,0,14,1
69,3,0,0,0,0
69,3,1,0,19,1
69,7,0,0,0,0
69,1,1,0,24,1
69,1,0,0,2,0
69,1,0,0,0,0
69,1,0,0,19,0
69,3,1,0,4,1
69,1,0,0,13,0
69,4,1,0,15,1
69,1,1,0,18,1
69,4,0,0,2,0
69,1,0,0,0,0
69,1,1,0,3,1
69,1,0,0,0,0
69,3,0,0,0,0
69,1,0,0,0,0
69,3,1,0,24,1
69,7,1,0,15,1
69,1,0,0,12,0
69,4,1,0,2,1
69,7,1,0,24,1
69,1,0,0,0,0
69,1,1,0,24,1
69,1,1,0,24,1
69,7,1,0,13,1
69,1,0,0,4,0
69,1,0,0,0,0
69,1,1,0,10,1
69,1,1,0,10,0
69,3,1,0,13,1
69,1,0,0,0,0
69,1,1,0,17,1
69,4,0,0,19,0
69,3,1,0,13,0
69,6,1,0,19,1
69,1,0,0,10,0
69,3,0,0,10,0
69,1,0,0,0,0
69,1,0,0,5,0
69,1,1,0,21,1
69,1,1,0,14,0
69,3,1,0,24,1
69,1,0,0,0,0
69,4,1,0,11,1
69,1,1,0,3,0
69,3,0,0,2,0
69,1,0,0,8,0
69,3,1,0,12,1
69,1,0,0,24,0
69,3,0,0,9,0
69,6,1,0,0,0
69,4,1,0,13,1
69,1,1,0,10,1
69,1,1,0,13,0
69,1,1,0,22,1
69,7,0,0,0,0
69,1,1,0,12,1
69,3,1,0,13,1
69,1,0,0,0,0
69,1,1,0,6,1
69,1,1,0,12,0
69,1,1,0,24,1
69,4,1,0,13,0
69,4,0,0,15,0
69,4,1,0,19,1
69,1,1,0,8,1
69,7,1,0,2,1
69,1,1,0,22,1
69,1,1,0,10,1
69,1,1,0,2,0
69,1,1,0,15,0
69,6,1,0,24,1
69,1,0,0,0,0
69,1,0,0,0,0
69,1,1,0,15,1
69,1,1,0,18,1
69,1,1,0,23,1
69,3,1,0,19,1
69,4,1,0,22,1
69,3,1,0,17,1
69,3,0,0,2,0
69,1,0,0,0,0
69,1,1,0,24,1
69,4,0,0,5,0
69,4,1,0,13,0
69,4,1,0,24,1
69,1,1,0,7,1
69,1,0,0,0,0
69,1,1,0,16,1
69,3,1,0,17,1
69,4,0,0,0,0
69,1,1,0,24,1
69,4,0,0,11,0
69,1,1,0,12,0
69,1,1,0,10,0
69,6,1,0,6,1
69,3,1,0,24,1
69,1,1,0,22,1
69,1,1,0,12,0
69,1,0,0,14,0
69,1,1,0,20,1
69,1,1,0,12,1
69,3,1,0,5,1
69,7,0,0,7,0
69,1,1,0,17,1
69,1,0,0,0,0
69,1,1,0,14,0
69,7,0,0,0,0
69,1,0,0,0,0
69,3,1,0,15,1
69,3,1,0,14,0
69,1,1,0,23,1
69,1,0,0,16,0
69,3,1,0,16,1
69,1,1,0,24,0
69,4,1,0,0,0
69,1,0,0,0,0
69,1,1,0,20,1
69,1,0,0,2,0
69,4,0,0,0,0
69,1,1,0,12,1
69,4,1,0,7,1
69,1,1,0,24,1
69,3,1,0,19,1
69,4,0,0,10,0
69,1,1,0,15,0
69,3,1,0,3,1
69,3,1,0,9,1
69,1,1,0,13,1
69,3,0,0,0,0
69,4,0,0,0,0
69,1,1,0,11,1
69,1,1,0,14,0
69,6,1,0,22,1
69,1,1,0,7,1
69,1,1,0,14,1
69,1,1,0,24,1
69,1,1,0,16,1
69,1,1,0,10,0
69,3,1,0,23,1
69,3,0,0,18,0
69,1,0,0,7,0
69,1,1,0,24,1
69,6,0,0,6,0
69,3,0,0,14,0
69,4,1,0,10,1
69,3,0,0,0,0
69,4,1,0,13,1
69,1,1,0,13,1
69,3,1,0,19,1
69,1,0,0,11,0
69,1,1,0,24,1
69,1,1,0,24,1
69,3,0,0,0,0
69,1,1,0,8,0
69,1,0,0,0,0
69,4,1,0,24,1
69,7,1,0,24,1
69,4,1,0,17,1
69,1,0,0,0,0
69,1,1,0,18,1
69,1,0,0,2,0
69,7,0,0,4,0
69,3,1,0,16,1
69,1,0,0,0,0
69,3,1,0,8,0
69,3,1,0,18,1
69,1,1,0,20,1
69,1,1,0,15,1
69,1,1,0,18,1
69,4,1,0,7,1
69,1,1,0,24,1
69,3,1,0,12,1
69,1,1,0,15,1
69,1,1,0,3,1
69,1,1,0,4,1
69,3,1,0,19,1
69,3,1,0,8,1
69,7,1,0,10,0
69,3,1,0,22,1
69,1,1,0,6,0
69,6,1,0,24,1
69,3,0,0,0,0
69,3,1,0,20,1
69,1,0,0,0,0
69,3,1,0,10,0
69,3,1,0,10,0
69,3,1,0,23,1
69,1,0,0,16,0
69,3,0,0,15,0
69,1,1,0,12,1
69,4,1,0,14,1
69,1,1,0,19,1
69,1,0,0,0,0
69,1,1,0,22,1
69,4,1,0,15,0
69,4,1,0,12,1
69,3,1,0,24,1
69,1,0,0,5,0
69,1,1,0,4,0
69,1,0,0,0,0
69,1,1,0,20,1
69,1,1,0,19,1
69,1,0,0,5,0
69,3,1,0,4,0
69,1,1,0,16,1
69,1,1,0,23,1
69,1,1,0,21,1
69,1,1,0,20,1
69,6,1,0,18,1
69,1,1,0,14,1
69,1,1,0,4,1
69,3,1,0,11,1
69,7,1,0,16,1
69,1,1,0,18,1
69,3,0,0,0,0
69,3,1,0,17,1
69,3,1,0,16,0
69,7,0,0,0,0
69,3,1,0,6,1
69,3,0,0,20,0
69,4,0,0,0,0
69,1,1,0,21,1
69,1,1,0,10,1
69,3,1,0,21,1
69,1,0,0,5,0
69,1,1,0,16,0
69,1,1,0,4,1
69,1,0,0,15,0
69,4,1,0,10,1
69,1,1,0,21,1
69,1,1,0,16,1
69,1,1,0,13,0
69,3,1,0,0,1
69,1,1,0,19,1
69,1,1,0,22,1
69,3,1,0,14,0
69,1,1,0,10,0
69,1,1,0,24,1
69,1,0,0,2,0
69,1,1,0,24,1
69,7,1,0,13,1
69,3,1,0,23,1
69,1,0,0,6,0
69,3,0,0,0,0
69,1,0,0,8,0
69,3,1,0,18,1
69,1,0,0,2,0
69,1,1,0,20,1
69,1,1,0,14,1
69,3,0,0,12,0
69,1,1,0,24,1
69,3,1,0,17,1
69,1,1,0,10,0
69,3,0,0,6,0
69,4,1,0,23,1
69,3,0,0,2,0
69,3,0,0,0,0
69,3,0,0,1,0
69,1,0,0,8,0
69,3,0,0,0,0
69,3,1,0,22,1
69,1,1,0,16,1
69,4,1,0,0,1
69,7,1,0,17,1
69,1,1,0,12,1
69,1,1,0,6,0
69,1,1,0,10,1
69,3,0,0,6,0
69,3,0,0,2,0
69,1,1,0,10,1
69,1,0,0,2,0
69,1,1,0,21,1
69,1,1,0,24,1
69,3,1,0,14,1
69,1,1,0,23,1
69,3,1,0,19,1
69,3,1,0,24,1
69,1,0,0,6,0
69,1,0,0,17,0
69,3,1,0,23,1
69,1,1,0,24,1
69,1,0,0,4,0
69,3,1,0,12,1
69,4,1,0,17,1
69,4,1,0,16,1
69,3,0,0,0,0
69,6,1,0,22,1
69,1,0,0,16,0
69,1,0,0,6,0
69,1,1,0,5,0
69,3,1,0,19,1
69,1,0,0,15,0
69,1,1,0,12,1
69,1,0,0,0,0
69,7,1,0,17,1
69,7,1,0,14,1
69,1,1,0,24,1
69,3,1,0,10,1
69,1,1,0,24,1
69,1,0,0,6,0
69,1,0,0,1,0
69,4,1,0,21,1
69,1,0,0,4,0
69,1,1,0,8,1
69,3,1,0,4,0
69,6,1,0,14,0
69,1,1,0,5,0
69,1,0,0,0,0
69,3,1,0,6,0
69,3,1,0,24,1
69,1,1,0,12,1
69,1,1,0,12,1
69,3,1,0,14,1
69,1,1,0,18,1
69,7,0,0,0,0
69,1,1,0,13,1
69,1,1,0,5,1
69,3,0,0,12,0
69,4,1,0,13,1
69,1,1,0,22,1
69,1,0,0,10,0
69,7,0,0,0,0
69,3,1,0,16,1
69,3,1,0,24,1
69,7,1,0,11,1
69,1,1,0,22,1
69,1,1,0,12,1
69,3,0,0,0,0
69,6,0,0,0,0
69,4,1,0,12,1
69,3,1,0,24,1
69,1,1,0,8,0
69,6,1,0,15,1
69,3,1,0,22,1
69,3,0,0,2,0
69,3,1,0,24,1
69,1,1,0,21,1
69,1,1,0,18,1
69,3,1,0,15,1
69,1,1,0,16,1
69,1,1,0,24,1
69,7,1,0,11,0
69,1,0,0,5,0
69,7,1,0,20,1
69,4,1,0,24,1
69,3,1,0,15,0
69,4,1,0,18,1
69,1,1,0,8,0
69,1,1,0,12,1
69,4,1,0,10,1
69,3,1,0,13,1
69,1,0,0,14,0
69,1,1,0,5,1
69,3,1,0,5,0
69,1,0,0,10,0
69,4,1,0,8,0
69,3,1,0,21,1
69,4,1,0,17,1
69,7,1,0,17,1
69,3,1,0,19,1
69,6,1,0,16,1
69,4,1,0,18,1
69,3,1,0,24,1
69,1,1,0,9,1
69,1,1,0,20,1
69,3,1,0,10,0
279,3,1,0,20,0
279,4,1,0,7,0
279,7,1,0,15,1
279,4,0,0,8,0
279,1,1,0,14,1
279,4,0,0,8,0
279,3,1,0,17,1
279,7,0,0,0,0
279,7,0,0,0,0
279,3,0,0,12,0
279,1,1,0,13,1
279,3,0,0,0,0
279,7,0,0,0,0
279,3,0,0,12,0
279,3,0,0,7,0
279,1,1,0,13,0
279,7,1,0,19,1
279,1,0,0,13,0
279,3,0,0,13,0
279,3,0,0,12,0
279,4,0,0,0,0
279,3,0,0,9,0
279,4,1,0,15,1
279,1,1,0,18,1
279,1,0,0,0,0
279,3,0,0,12,0
279,7,0,0,0,0
279,1,0,0,17,0
279,4,0,0,10,0
279,7,0,0,10,0
279,3,0,0,20,0
279,3,0,0,15,0
279,1,0,0,14,0
279,1,0,0,0,0
279,1,0,0,11,0
279,4,1,0,17,0
279,7,0,0,7,0
279,7,0,0,0,0
279,3,1,0,21,1
279,3,0,0,0,0
279,7,0,0,14,0
279,3,1,0,13,1
279,1,0,0,0,0
279,3,1,0,18,1
279,3,0,0,20,0
279,4,1,0,19,1
279,4,0,0,3,0
279,1,1,0,20,1
279,1,1,0,15,1
279,3,0,0,12,0
279,3,0,0,18,0
279,1,1,0,12,1
279,3,0,0,0,0
279,3,1,0,20,1
279,3,0,0,17,0
279,7,0,0,6,0
279,4,0,0,9,0
279,3,0,0,0,0
279,4,1,0,12,1
279,1,0,0,0,0
279,3,0,0,8,0
279,3,0,0,16,0
279,3,0,0,8,0
279,3,0,0,0,0
279,1,1,0,12,1
279,1,0,0,12,0
279,1,1,0,6,0
279,4,0,0,5,0
279,1,0,0,10,0
279,3,0,0,9,0
279,4,1,0,22,1
279,1,1,0,12,1
279,3,1,0,11,0
279,4,0,0,14,0
279,3,0,0,0,0
279,1,0,0,7,0
279,3,0,0,16,0
279,4,0,0,14,0
279,3,1,0,19,1
279,4,1,0,21,0
279,1,1,0,19,1
279,1,1,0,21,0
279,1,1,0,14,1
279,1,1,0,20,1
279,1,1,0,11,1
279,7,1,0,22,1
279,3,0,0,6,0
279,3,1,0,20,1
279,1,0,0,14,0
279,1,0,0,12,0
279,1,1,0,16,1
279,3,0,0,0,0
279,4,0,0,2,0
279,1,0,0,10,0
279,1,0,0,5,0
279,4,1,0,13,0
279,3,0,0,14,0
279,3,1,0,14,0
279,1,0,0,8,0
279,1,0,0,11,0
279,3,1,0,16,0
279,3,0,0,13,0
279,1,0,0,11,0
279,3,0,0,12,0
279,3,0,0,6,0
279,3,0,0,16,0
279,1,0,0,0,0
279,3,1,0,17,1
279,4,0,0,0,0
279,1,1,0,22,1
279,4,1,0,19,1
279,4,0,0,7,0
279,1,0,0,12,0
279,1,0,0,12,0
279,4,1,0,12,1
279,3,0,0,11,0
279,3,0,0,11,0
279,1,1,0,14,1
279,1,1,0,17,1
279,3,1,0,24,1
279,3,1,0,14,1
279,3,1,0,20,1
279,4,1,0,8,1
279,7,1,0,20,1
279,1,1,0,22,1
279,4,1,0,13,1
279,4,1,0,13,1
279,1,1,0,21,1
279,3,0,0,0,0
279,3,0,0,15,0
279,1,0,0,4,0
279,3,1,0,12,1
279,3,0,0,17,0
279,1,1,0,16,1
279,3,0,0,5,0
279,3,0,0,0,0
279,1,1,0,0,0
279,1,1,0,12,1
279,1,0,0,17,0
279,3,1,0,18,1
279,3,1,0,7,0
279,4,0,0,0,0
279,3,0,0,10,0
279,1,0,0,14,0
279,3,0,0,10,0
279,4,0,0,11,0
279,1,1,0,17,0
279,3,0,0,0,0
279,1,0,0,11,0
279,3,0,0,11,0
279,1,1,0,13,1
279,1,1,0,15,0
279,4,1,0,9,1
279,4,0,0,12,0
279,3,1,0,20,0
279,1,1,0,23,1
279,3,1,0,18,1
279,1,1,0,20,1
279,1,1,0,14,1
279,4,1,0,17,1
279,1,0,0,11,0
279,1,0,0,12,0
279,3,0,0,0,0
279,1,0,0,0,0
279,4,0,0,0,0
279,4,0,0,8,0
279,4,1,0,15,0
279,3,0,0,8,0
279,4,0,0,4,0
279,1,1,0,15,1
279,3,1,0,12,0
279,1,0,0,19,0
279,1,1,0,23,1
279,1,1,0,17,1
279,1,0,0,13,0
279,4,0,0,0,0
279,1,1,0,18,0
279,4,1,0,21,1
279,4,0,0,19,0
279,1,0,0,0,0
279,1,1,0,17,1
279,1,1,0,9,0
279,1,0,0,18,0
279,1,1,0,17,1
279,1,1,0,18,1
279,3,0,0,13,0
279,3,0,0,0,0
279,3,1,0,18,0
279,1,1,0,19,1
279,4,0,0,0,0
279,4,0,0,6,0
279,1,0,0,12,0
279,1,1,0,21,1
279,4,0,0,0,0
279,1,1,0,20,1
279,3,0,0,0,0
