Asignatura Codificada,Cod.Car.Sec Codificado,Recursante,Anho,1P,Aprobado
279,3,0,2,13,0
279,3,0,2,8,0
279,3,0,2,3,0
279,3,1,2,15,1
279,4,0,2,0,0
279,4,1,2,10,1
279,3,0,2,3,0
279,1,0,2,4,0
279,4,1,2,7,1
279,1,1,2,12,1
279,3,1,2,8,1
279,4,1,2,15,1
279,1,0,2,0,0
279,7,0,2,6,0
279,1,1,2,9,1
279,1,1,2,16,1
279,3,1,2,11,1
279,1,0,2,0,0
279,3,1,2,9,1
279,1,1,2,14,1
279,3,1,2,7,1
279,3,1,2,11,0
279,3,0,2,3,0
279,3,0,2,6,0
279,1,0,2,0,0
279,3,1,2,16,1
279,1,1,2,16,1
279,4,0,2,6,0
279,1,0,2,9,0
279,3,1,2,0,0
279,3,0,2,7,0
279,1,1,2,11,1
279,1,1,2,15,1
279,1,1,2,12,1
279,1,1,2,12,1
279,1,0,2,0,0
279,3,0,2,4,0
279,1,1,2,12,1
279,1,1,2,6,1
279,1,0,2,2,0
279,3,1,2,14,1
279,1,1,2,20,1
279,3,0,2,12,0
279,7,0,2,0,0
279,3,0,2,0,0
279,3,0,2,7,0
279,4,0,2,3,0
279,3,0,2,0,0
124,1,0,2,10,0
124,1,1,2,11,1
124,1,1,2,9,0
124,1,0,2,3,0
124,1,1,2,9,1
124,1,0,2,4,0
124,1,1,2,9,1
124,1,1,2,0,1
124,1,1,2,2,1
124,1,1,2,12,1
124,1,1,2,8,1
124,1,1,2,17,1
124,1,1,2,6,1
124,1,0,2,0,0
124,1,1,2,11,1
124,1,0,2,5,0
124,1,1,2,16,1
124,1,1,2,11,1
124,1,1,2,16,1
124,1,0,2,2,0
124,1,1,2,16,1
124,1,1,2,24,1
124,1,1,2,5,1
124,1,1,2,12,1
124,1,1,2,16,1
124,1,0,2,7,0
124,1,1,2,3,0
124,1,1,2,12,1
124,1,0,2,0,0
124,1,0,2,0,0
124,1,1,2,16,1
124,1,0,2,0,0
124,1,1,2,18,1
124,1,1,2,21,1
124,1,1,2,15,1
124,1,0,2,0,0
124,1,1,2,20,1
124,1,1,2,9,1
124,1,1,2,7,0
124,1,1,2,12,1
124,1,0,2,4,0
124,1,1,2,22,1
124,1,1,2,24,1
124,1,1,2,9,1
124,1,1,2,11,1
124,1,1,2,17,1
124,1,1,2,10,1
124,1,1,2,2,1
124,1,1,2,17,1
124,1,1,2,10,1
124,1,1,2,19,1
124,1,1,2,12,1
124,1,1,2,13,1
124,1,1,2,24,1
124,1,1,2,12,1
124,1,1,2,9,0
124,1,1,2,17,1
124,1,1,2,5,1
124,1,1,2,12,0
124,1,1,2,15,1
124,1,1,2,9,1
124,1,1,2,13,1
124,1,1,2,15,1
124,1,1,2,14,1
124,1,1,2,15,1
124,1,0,2,1,0
124,1,1,2,17,1
124,1,1,2,20,1
124,1,1,2,16,1
124,1,1,2,16,1
124,1,1,2,5,1
124,1,1,2,3,1
124,1,1,2,19,1
124,1,1,2,8,1
124,1,1,2,8,1
124,1,1,2,14,1
124,1,1,2,18,1
124,1,1,2,12,1
124,1,0,2,9,0
124,1,1,2,10,1
124,1,1,2,18,0
124,1,1,2,17,1
124,1,1,2,5,1
124,1,1,2,20,1
124,1,1,2,16,1
124,1,1,2,20,1
124,1,1,2,11,1
124,1,1,2,14,1
124,1,1,2,14,1
124,1,0,2,0,0
124,1,1,2,6,1
124,1,0,2,2,0
124,1,0,2,5,0
124,1,1,2,3,1
124,1,0,2,6,0
124,1,0,2,0,0
124,1,1,2,9,1
124,1,1,2,12,1
124,1,1,2,10,1
124,1,1,2,8,1
124,1,0,2,3,0
124,1,0,2,6,0
124,1,1,2,11,1
124,1,1,2,6,1
124,1,1,2,13,1
124,1,0,2,0,0
124,1,1,2,20,1
124,1,1,2,24,1
124,1,1,2,12,1
124,1,0,2,0,0
124,1,0,2,5,0
124,1,1,2,5,1
124,1,0,2,6,0
124,1,1,2,5,1
124,1,1,2,7,1
124,1,1,2,22,1
124,1,1,2,13,1
124,1,0,2,8,0
124,1,1,2,15,0
124,1,1,2,16,0
124,1,1,2,10,1
124,1,0,2,0,0
124,1,1,2,9,0
124,1,1,2,18,1
124,1,1,2,15,1
124,1,0,2,0,0
124,1,1,2,16,1
124,1,1,2,8,1
124,1,1,2,11,1
124,1,1,2,14,1
124,1,1,2,10,1
124,1,1,2,0,1
124,1,0,2,5,0
124,1,1,2,12,1
124,1,1,2,11,1
124,1,0,2,0,0
124,1,0,2,0,0
47,4,1,2,21,0
47,4,1,2,21,0
47,4,1,2,16,0
47,4,0,2,0,0
47,4,1,2,21,1
47,4,1,2,21,0
47,4,1,2,18,1
47,4,1,2,22,1
47,4,1,2,20,1
47,4,1,2,19,1
47,4,1,2,17,0
47,4,1,2,20,0
47,4,1,2,18,1
47,4,1,2,19,0
47,4,1,2,21,1
47,4,1,2,20,1
47,4,1,2,20,0
37,3,1,2,7,0
37,3,1,2,9,1
37,3,0,2,0,0
37,3,0,2,0,0
37,3,1,2,0,0
37,3,1,2,11,0
37,3,0,2,9,0
37,3,1,2,13,1
37,3,1,2,8,1
37,3,0,2,0,0
37,3,1,2,13,1
37,3,1,2,21,1
37,3,1,2,15,1
37,3,1,2,0,1
37,3,0,2,0,0
37,3,1,2,15,1
37,3,1,2,13,1
37,3,1,2,7,0
37,3,1,2,10,1
37,3,1,2,0,0
37,3,1,2,11,0
37,3,1,2,14,1
37,3,1,2,20,1
37,3,1,2,16,1
37,3,1,2,16,1
37,3,0,2,0,0
37,3,1,2,13,0
37,3,1,2,16,1
37,3,1,2,14,1
37,3,1,2,19,1
37,3,1,2,18,1
37,3,1,2,18,1
37,3,1,2,19,1
37,3,1,2,16,1
37,3,1,2,6,1
37,3,1,2,15,1
37,3,0,2,10,0
37,3,0,2,12,0
37,3,1,2,14,1
37,3,1,2,0,1
37,3,1,2,13,1
37,3,1,2,8,1
37,3,1,2,8,0
37,3,1,2,7,0
37,3,1,2,12,1
37,3,1,2,9,0
37,3,1,2,10,1
37,3,1,2,17,1
37,3,1,2,13,1
37,3,1,2,11,1
37,3,1,2,17,1
37,3,1,2,21,1
37,3,1,2,5,1
37,3,0,2,0,0
37,3,1,2,0,0
37,3,1,2,18,1
37,3,1,2,14,1
37,3,1,2,10,1
37,3,1,2,20,1
37,3,1,2,0,1
37,3,1,2,13,1
37,3,1,2,16,1
37,3,1,2,12,0
37,3,1,2,15,1
37,3,0,2,0,0
37,3,1,2,17,1
37,3,1,2,13,1
37,3,1,2,13,1
37,3,1,2,8,0
37,3,1,2,20,1
37,3,1,2,21,1
37,3,0,2,10,0
37,3,1,2,0,1
37,3,0,2,0,0
37,3,1,2,10,1
37,3,1,2,12,0
37,3,1,2,20,1
37,3,1,2,12,1
37,3,0,2,17,0
37,3,0,2,5,0
37,3,1,2,15,1
37,3,1,2,11,0
37,3,1,2,9,1
37,3,1,2,13,1
37,3,1,2,17,1
37,3,1,2,21,1
37,3,1,2,17,1
37,3,1,2,6,1
37,3,1,2,17,1
37,3,1,2,20,1
37,3,1,2,16,1
37,3,1,2,17,1
37,3,1,2,14,1
37,3,1,2,8,1
37,3,1,2,11,1
37,3,1,2,22,1
37,3,1,2,23,1
37,3,1,2,0,1
37,3,0,2,12,0
37,3,1,2,14,1
37,3,1,2,8,1
37,3,1,2,14,1
37,3,1,2,14,1
37,3,1,2,10,1
37,3,0,2,0,0
37,3,1,2,13,1
37,3,1,2,21,1
37,3,1,2,12,0
37,3,1,2,0,1
37,3,1,2,14,1
37,3,1,2,6,1
37,3,1,2,24,1
37,3,0,2,0,0
37,3,0,2,0,0
37,3,1,2,17,1
138,3,0,2,1,0
138,7,0,2,0,0
138,3,0,2,0,0
138,3,1,2,0,0
138,3,0,2,0,0
138,3,0,2,0,0
138,7,1,2,10,1
138,7,1,2,7,0
138,3,1,2,9,0
138,3,1,2,6,1
138,3,1,2,0,1
138,3,1,2,4,1
138,3,1,2,14,1
138,7,1,2,12,1
138,3,0,2,4,0
138,3,1,2,17,1
138,7,1,2,5,0
138,7,0,2,5,0
138,7,1,2,10,0
138,3,1,2,14,1
138,3,0,2,5,0
138,3,1,2,17,1
138,7,1,2,8,0
138,3,1,2,10,1
138,3,0,2,7,0
138,3,0,2,3,0
138,3,1,2,18,1
138,7,1,2,15,0
138,3,1,2,15,1
138,7,1,2,8,1
138,3,0,2,3,0
138,3,1,2,9,1
138,3,0,2,7,0
138,3,0,2,8,0
138,7,1,2,10,1
138,3,1,2,9,1
138,7,0,2,0,0
138,7,0,2,4,0
138,3,1,2,12,1
138,3,1,2,15,1
138,3,0,2,9,0
138,3,0,2,3,0
138,3,1,2,4,1
138,3,1,2,8,1
138,7,1,2,15,1
138,3,0,2,7,0
138,3,0,2,10,0
138,3,0,2,13,0
138,3,0,2,12,0
138,3,1,2,10,1
138,3,1,2,15,1
138,3,1,2,14,1
138,3,1,2,18,0
138,3,1,2,15,1
138,7,1,2,8,0
138,7,1,2,7,1
138,3,1,2,12,1
138,3,1,2,8,0
138,7,1,2,0,1
138,3,1,2,3,1
138,3,1,2,13,1
138,3,0,2,0,0
138,3,1,2,10,0
138,7,1,2,14,1
138,7,0,2,2,0
138,3,1,2,15,1
138,3,1,2,14,1
138,3,0,2,6,0
138,3,0,2,11,0
138,3,0,2,7,0
138,7,1,2,7,1
138,3,0,2,2,0
138,3,1,2,10,1
138,3,1,2,9,1
138,3,0,2,3,0
138,3,1,2,1,1
138,3,1,2,11,1
138,3,1,2,16,1
138,3,1,2,11,1
138,7,1,2,8,1
138,3,0,2,12,0
138,3,1,2,16,1
138,7,0,2,1,0
138,3,1,2,8,1
138,7,0,2,9,0
138,3,1,2,10,1
138,3,1,2,13,1
138,3,1,2,16,1
138,3,1,2,17,1
138,3,1,2,9,1
138,3,1,2,11,1
138,3,1,2,13,1
138,3,1,2,10,1
138,7,1,2,9,1
138,3,1,2,7,1
138,3,0,2,3,0
138,3,1,2,0,1
138,3,0,2,7,0
138,3,1,2,10,1
138,3,1,2,0,0
138,3,1,2,11,1
138,7,1,2,9,1
138,3,1,2,11,1
138,3,0,2,10,0
138,3,0,2,0,0
138,3,1,2,16,1
138,3,1,2,15,1
138,3,1,2,19,1
138,3,1,2,18,1
138,3,1,2,11,1
138,3,1,2,7,1
138,3,1,2,8,1
138,3,1,2,21,1
138,7,1,2,13,1
138,3,1,2,14,1
138,7,0,2,0,0
138,3,1,2,9,1
138,3,1,2,13,1
138,3,1,2,8,0
138,3,1,2,6,0
138,3,1,2,6,0
138,7,1,2,2,1
138,3,0,2,2,0
138,7,1,2,14,1
138,7,0,2,10,0
138,3,1,2,14,1
138,3,1,2,11,1
138,3,1,2,13,1
138,3,1,2,16,1
138,3,1,2,16,1
138,3,0,2,1,0
138,3,0,2,1,0
138,3,1,2,11,1
138,3,1,2,17,1
138,3,1,2,14,1
138,3,0,2,0,0
138,3,1,2,0,1
138,3,0,2,9,0
138,7,0,2,0,0
138,3,0,2,7,0
138,3,1,2,3,1
138,7,1,2,6,0
138,3,0,2,5,0
138,3,1,2,4,1
138,3,0,2,6,0
138,3,1,2,10,1
138,3,1,2,14,1
138,3,1,2,14,1
138,3,1,2,18,1
138,3,1,2,4,1
138,3,0,2,3,0
138,3,1,2,8,1
138,3,1,2,17,1
138,3,1,2,17,1
138,3,1,2,21,1
138,3,1,2,12,1
138,3,1,2,10,1
138,3,1,2,0,1
138,3,1,2,12,1
138,3,1,2,16,1
138,3,1,2,15,1
138,3,0,2,2,0
138,3,1,2,4,0
138,3,1,2,21,1
138,3,1,2,9,1
138,3,1,2,17,1
138,3,1,2,11,1
138,3,1,2,18,1
138,3,1,2,10,1
138,3,1,2,9,1
138,3,1,2,11,1
138,3,1,2,10,1
138,3,1,2,18,1
138,3,1,2,11,1
138,3,0,2,0,0
138,3,1,2,18,1
138,3,1,2,12,1
138,3,1,2,9,1
138,3,0,2,3,0
139,2,0,2,5,0
139,2,0,2,7,0
139,2,1,2,17,1
139,2,1,2,20,1
139,2,1,2,0,0
139,2,1,2,14,1
139,2,0,2,0,0
139,2,1,2,12,1
139,2,0,2,1,0
139,2,1,2,17,1
139,2,1,2,9,1
139,2,0,2,6,0
139,2,1,2,11,0
139,2,1,2,6,1
139,2,1,2,8,1
139,2,1,2,3,1
139,2,1,2,3,1
139,2,1,2,10,1
139,2,0,2,0,0
139,2,1,2,0,1
139,2,1,2,7,1
139,2,0,2,0,0
139,2,1,2,13,1
139,2,1,2,5,1
139,2,0,2,4,0
139,2,1,2,10,1
139,2,1,2,7,1
139,2,1,2,6,1
139,2,0,2,0,0
139,2,1,2,12,1
139,2,0,2,0,0
139,2,0,2,0,0
139,2,1,2,17,1
139,2,1,2,12,1
139,2,1,2,3,0
139,2,0,2,0,0
139,2,1,2,10,1
139,2,0,2,0,0
139,2,1,2,7,1
139,2,0,2,3,0
139,2,1,2,5,1
139,2,0,2,0,0
139,2,1,2,6,1
139,2,1,2,12,1
139,2,1,2,4,1
139,2,1,2,11,1
139,2,1,2,8,1
139,2,0,2,2,0
139,2,1,2,14,1
291,2,1,2,9,1
291,2,1,2,7,1
291,2,1,2,9,1
291,2,1,2,0,1
291,2,0,2,0,0
291,2,1,2,10,1
291,2,1,2,14,1
291,2,1,2,11,1
291,2,0,2,6,0
291,2,1,2,16,1
291,2,1,2,2,1
291,2,0,2,2,0
291,2,0,2,0,0
291,2,0,2,0,0
291,2,1,2,4,1
291,2,1,2,10,1
291,2,0,2,5,0
291,2,1,2,8,1
291,2,0,2,5,0
291,2,0,2,4,0
291,2,1,2,15,1
291,2,1,2,14,1
291,2,0,2,0,0
291,2,1,2,12,1
291,2,0,2,0,0
291,2,1,2,9,0
291,2,1,2,2,1
291,2,1,2,5,1
291,2,0,2,4,0
291,2,1,2,7,1
291,2,1,2,15,0
291,2,1,2,7,1
291,2,1,2,9,1
291,2,1,2,4,1
434,2,0,2,1,0
434,2,1,2,7,0
434,2,0,2,4,0
434,2,1,2,11,1
434,2,1,2,0,1
434,2,1,2,21,1
434,2,0,2,11,0
434,2,1,2,6,1
434,2,0,2,0,0
434,2,0,2,8,0
434,2,0,2,5,0
434,2,0,2,1,0
434,2,1,2,4,0
434,2,1,2,6,0
434,2,0,2,8,0
434,2,1,2,9,1
434,2,0,2,2,0
434,2,1,2,10,1
434,2,0,2,2,0
434,2,0,2,0,0
434,2,0,2,8,0
434,2,1,2,18,1
434,2,0,2,6,0
434,2,0,2,1,0
434,2,0,2,0,0
434,2,1,2,12,1
434,2,0,2,1,0
434,2,1,2,18,1
434,2,0,2,9,0
434,2,1,2,15,1
434,2,1,2,17,1
434,2,0,2,6,0
434,2,1,2,9,1
434,2,0,2,2,0
434,2,0,2,2,0
434,2,1,2,20,1
250,2,1,2,16,1
250,2,1,2,12,1
250,2,1,2,14,1
250,2,0,2,0,0
250,2,1,2,20,1
250,2,0,2,0,0
250,2,1,2,12,1
250,2,1,2,15,1
250,2,0,2,0,0
250,2,1,2,16,1
250,2,0,2,0,0
250,2,1,2,14,1
250,2,1,2,17,1
250,2,1,2,12,1
250,2,1,2,9,1
250,2,1,2,24,1
250,2,1,2,12,1
250,2,1,2,7,1
250,2,0,2,0,0
250,2,1,2,0,1
250,2,0,2,11,0
250,2,1,2,20,1
250,2,1,2,17,1
250,2,1,2,12,1
250,2,1,2,13,1
250,2,0,2,0,0
250,2,1,2,17,1
250,2,1,2,16,1
250,2,1,2,11,1
250,2,1,2,0,1
250,2,1,2,0,1
250,2,1,2,12,1
250,2,1,2,22,1
250,2,1,2,11,1
250,2,1,2,13,1
250,2,1,2,12,1
250,2,1,2,10,1
250,2,1,2,17,1
250,2,1,2,17,1
250,2,1,2,12,1
250,2,0,2,0,0
250,2,1,2,18,1
250,2,1,2,7,1
250,2,0,2,0,0
250,2,1,2,24,1
250,2,1,2,16,1
250,2,1,2,5,1
250,2,1,2,4,1
250,2,0,2,0,0
250,2,1,2,20,1
250,2,1,2,21,1
250,2,0,2,0,0
250,2,1,2,20,1
250,2,0,2,0,0
250,2,1,2,17,1
250,2,1,2,11,1
250,2,1,2,12,1
250,2,1,2,8,0
250,2,0,2,1,0
250,2,0,2,1,0
250,2,0,2,0,0
250,2,0,2,5,0
250,2,1,2,15,1
250,2,0,2,0,0
250,2,0,2,0,0
250,2,1,2,4,1
250,2,1,2,14,1
250,2,0,2,0,0
250,2,1,2,6,1
250,2,1,2,4,1
250,2,1,2,15,1
250,2,1,2,8,1
250,2,1,2,23,1
250,2,1,2,2,1
250,2,1,2,19,1
250,2,1,2,8,1
250,2,0,2,0,0
250,2,1,2,24,1
104,2,0,2,0,0
104,2,0,2,0,0
104,2,0,2,4,0
104,2,1,2,10,0
104,2,1,2,8,1
104,2,1,2,0,0
104,2,1,2,16,1
104,2,1,2,1,0
104,2,1,2,3,1
104,2,1,2,17,1
104,2,0,2,6,0
104,2,1,2,15,1
104,2,0,2,2,0
104,2,1,2,0,1
104,2,0,2,2,0
104,2,1,2,9,1
104,2,0,2,2,0
104,2,1,2,10,0
104,2,0,2,0,0
104,2,1,2,5,1
104,2,1,2,5,0
104,2,1,2,4,0
104,2,1,2,7,0
104,2,0,2,6,0
104,2,1,2,17,1
104,2,1,2,20,1
104,2,1,2,14,1
104,2,1,2,10,1
104,2,1,2,7,1
104,2,1,2,22,1
54,2,0,2,0,0
448,0,1,2,20,1
448,0,1,2,20,1
448,0,1,2,20,1
448,0,1,2,21,1
448,0,1,2,20,1
448,0,1,2,19,1
448,0,0,2,14,0
448,0,1,2,21,1
448,0,1,2,17,1
448,0,1,2,24,1
150,0,1,2,0,1
150,0,1,2,11,1
150,0,0,2,0,0
150,0,1,2,0,1
150,0,1,2,9,0
150,0,1,2,16,1
150,0,1,2,0,0
150,0,1,2,0,1
150,0,1,2,12,0
150,0,1,2,0,0
150,0,1,2,12,1
150,0,1,2,19,1
150,0,1,2,7,1
150,0,1,2,11,1
150,0,0,2,0,0
150,0,1,2,12,1
150,0,1,2,19,1
150,0,1,2,6,1
165,0,1,2,16,1
165,0,1,2,17,1
165,0,1,2,24,1
165,0,1,2,20,0
165,0,0,2,0,0
165,0,1,2,22,1
165,0,1,2,22,0
165,0,1,2,24,0
165,0,1,2,18,0
157,0,1,2,13,1
157,0,1,2,0,1
157,0,1,2,18,1
157,0,1,2,18,1
157,0,1,2,0,1
157,0,1,2,16,1
157,0,1,2,17,1
157,0,1,2,20,1
157,0,1,2,20,1
157,0,1,2,20,1
157,0,1,2,21,1
162,0,1,2,13,1
162,0,0,2,15,0
162,0,1,2,16,1
162,0,1,2,21,1
162,0,1,2,14,1
162,0,1,2,16,1
162,0,1,2,20,1
98,0,1,2,18,1
98,0,1,2,20,1
98,0,1,2,24,1
98,0,1,2,19,0
188,0,0,2,11,0
188,0,0,2,0,0
188,0,1,2,17,1
188,0,0,2,5,0
188,0,1,2,10,1
188,0,1,2,15,1
188,0,1,2,15,0
188,0,0,2,6,0
188,0,1,2,15,1
188,0,1,2,11,0
188,0,1,2,0,1
188,0,1,2,14,1
188,0,0,2,3,0
188,0,1,2,14,1
188,0,1,2,15,1
188,0,1,2,13,1
188,0,1,2,19,1
188,0,1,2,18,1
188,0,1,2,13,1
41,0,1,2,16,1
41,0,1,2,5,1
41,0,0,2,0,0
41,0,1,2,12,1
41,0,0,2,1,0
41,0,1,2,10,1
41,0,1,2,11,1
41,0,1,2,12,1
41,0,1,2,6,1
41,0,1,2,3,1
41,0,1,2,0,1
41,0,1,2,7,1
41,0,1,2,13,1
41,0,1,2,10,1
41,0,1,2,13,1
252,0,1,2,7,1
252,0,1,2,8,1
252,0,1,2,11,1
227,0,1,2,13,1
227,0,0,2,0,0
227,0,1,2,14,1
227,0,1,2,14,1
227,0,1,2,14,1
227,0,0,2,0,0
170,0,1,2,16,1
170,0,1,2,18,1
170,0,1,2,0,1
170,0,1,2,18,1
170,0,1,2,15,1
170,0,1,2,10,1
222,0,1,2,11,1
222,0,1,2,22,1
222,0,0,2,0,0
222,0,1,2,6,1
222,0,1,2,15,1
222,0,1,2,9,1
222,0,1,2,14,1
222,0,1,2,11,1
371,0,1,2,18,1
447,0,1,2,15,1
447,0,0,2,0,0
28,0,1,2,8,1
28,0,1,2,12,0
28,0,1,2,14,1
28,0,1,2,0,0
28,0,1,2,0,0
131,0,1,2,24,1
131,0,0,2,0,0
131,0,0,2,0,0
138,0,1,2,0,1
138,0,1,2,8,0
138,0,0,2,0,0
138,0,1,2,18,1
138,0,1,2,1,0
138,0,1,2,17,1
138,0,1,2,12,1
138,0,1,2,7,0
138,0,1,2,10,0
138,0,1,2,14,1
138,0,1,2,7,1
138,0,1,2,14,1
138,0,1,2,20,1
138,0,1,2,11,1
37,7,1,2,12,0
37,7,0,2,0,0
37,7,1,2,17,0
37,7,1,2,12,0
37,7,1,2,12,0
37,7,1,2,18,0
37,7,0,2,0,0
37,7,1,2,0,0
37,7,1,2,17,0
37,7,0,2,0,0
37,7,1,2,9,0
37,7,1,2,19,0
37,7,1,2,11,0
37,7,1,2,19,0
37,7,0,2,0,0
37,7,1,2,16,0
37,7,1,2,12,0
37,7,0,2,0,0
37,7,1,2,17,0
37,7,1,2,14,0
37,7,1,2,14,0
37,7,0,2,0,0
37,7,1,2,19,0
37,7,1,2,18,0
37,7,1,2,0,0
37,7,1,2,15,0
37,7,1,2,18,0
37,7,0,2,0,0
37,7,1,2,12,0
139,6,0,2,2,0
139,6,1,2,0,0
139,6,0,2,6,0
139,6,1,2,7,0
139,6,1,2,5,0
139,6,1,2,4,0
139,6,0,2,4,0
139,6,1,2,10,0
139,6,1,2,9,0
139,6,1,2,0,0
139,6,1,2,6,0
139,6,1,2,10,0
139,6,1,2,2,0
139,6,1,2,14,0
139,6,1,2,8,0
139,6,1,2,11,0
139,6,1,2,11,0
139,6,1,2,10,0
139,6,1,2,12,0
139,6,1,2,11,0
139,6,1,2,9,0
139,6,1,2,12,0
139,6,1,2,16,0
139,6,1,2,4,0
139,6,0,2,17,0
139,6,0,2,3,0
139,6,1,2,18,0
139,6,1,2,4,0
139,6,1,2,6,0
139,6,0,2,0,0
139,6,1,2,15,0
139,6,1,2,6,0
139,6,1,2,6,0
139,6,0,2,4,0
139,6,0,2,0,0
139,6,1,2,17,0
139,6,1,2,0,0
291,6,1,2,6,0
291,6,1,2,7,0
291,6,0,2,2,0
291,6,1,2,9,0
291,6,1,2,14,0
291,6,0,2,0,0
291,6,1,2,15,0
291,6,1,2,16,0
291,6,1,2,16,0
291,6,0,2,13,0
291,6,1,2,6,0
291,6,1,2,0,0
291,6,0,2,10,0
291,6,1,2,14,0
291,6,1,2,10,0
291,6,1,2,15,0
291,6,0,2,6,0
291,6,1,2,12,0
291,6,1,2,9,0
291,6,1,2,20,0
291,6,1,2,10,0
291,6,1,2,13,0
291,6,0,2,15,0
291,6,1,2,15,0
291,6,1,2,16,0
291,6,1,2,13,0
291,6,0,2,0,0
291,6,1,2,12,0
291,6,1,2,17,0
291,6,0,2,2,0
291,6,1,2,9,0
291,6,1,2,13,0
291,6,0,2,10,0
433,6,0,2,2,0
433,6,0,2,7,0
433,6,1,2,9,1
433,6,0,2,9,0
433,6,0,2,5,0
433,6,1,2,9,1
433,6,0,2,15,0
433,6,1,2,14,1
433,6,1,2,16,1
433,6,1,2,9,1
433,6,0,2,3,0
433,6,0,2,1,0
433,6,1,2,7,1
433,6,1,2,18,1
433,6,1,2,14,1
433,6,0,2,3,0
433,6,0,2,2,0
433,6,1,2,18,1
433,6,1,2,2,1
433,6,1,2,18,1
433,6,1,2,0,1
433,6,1,2,13,1
433,6,0,2,1,0
433,6,1,2,13,1
433,6,0,2,8,0
433,6,1,2,11,1
433,6,1,2,4,1
433,6,0,2,10,0
433,6,0,2,6,0
433,6,0,2,1,0
433,6,1,2,6,1
433,6,0,2,9,0
433,6,0,2,5,0
433,6,0,2,7,0
338,6,1,2,12,1
338,6,0,2,0,0
338,6,0,2,0,0
338,6,1,2,9,1
338,6,0,2,12,0
338,6,1,2,20,1
338,6,1,2,13,1
338,6,1,2,13,1
338,6,1,2,12,1
338,6,1,2,18,1
338,6,0,2,10,0
338,6,0,2,9,0
338,6,0,2,0,0
338,6,1,2,13,0
338,6,1,2,18,1
338,6,0,2,0,0
338,6,1,2,13,1
338,6,0,2,6,0
338,6,1,2,2,1
338,6,1,2,18,1
338,6,0,2,13,0
338,6,1,2,18,1
338,6,1,2,0,1
338,6,0,2,0,0
338,6,1,2,21,1
338,6,1,2,11,1
338,6,0,2,0,0
338,6,1,2,17,1
338,6,0,2,16,0
338,6,1,2,11,1
338,6,0,2,0,0
338,6,1,2,15,1
338,6,0,2,1,0
338,6,0,2,0,0
338,6,1,2,17,1
338,6,1,2,10,1
338,6,1,2,12,0
338,6,0,2,6,0
338,6,0,2,0,0
338,6,0,2,0,0
338,6,0,2,8,0
338,6,0,2,3,0
338,6,1,2,11,0
338,6,0,2,7,0
338,6,0,2,0,0
338,6,0,2,6,0
338,6,0,2,13,0
233,0,1,2,12,0
233,0,0,2,0,0
233,0,0,2,0,0
233,0,0,2,8,0
233,0,0,2,5,0
302,0,1,2,16,1
302,0,1,2,15,1
302,0,1,2,11,1
302,0,1,2,17,0
302,0,1,2,7,1
145,0,0,2,9,0
145,0,1,2,13,0
49,5,1,2,22,1
49,7,0,2,0,0
49,5,0,2,0,0
49,5,1,2,22,1
49,7,0,2,0,0
49,7,0,2,0,0
49,5,0,2,0,0
49,7,0,2,0,0
49,7,1,2,22,1
49,7,1,2,21,1
49,5,1,2,21,1
49,5,1,2,21,1
49,5,1,2,17,1
235,5,0,2,0,0
235,5,0,2,0,0
235,5,0,2,0,0
235,5,0,2,6,0
235,7,0,2,0,0
235,5,1,2,7,1
235,5,0,2,0,0
235,5,0,2,0,0
235,7,1,2,18,1
235,5,0,2,0,0
235,5,0,2,0,0
235,7,1,2,6,1
235,5,0,2,0,0
235,5,1,2,20,1
235,5,0,2,20,0
235,5,0,2,0,0
235,5,0,2,0,0
235,5,0,2,0,0
235,5,1,2,19,1
100,7,1,2,21,1
100,7,0,2,15,0
100,7,0,2,0,0
100,7,1,2,22,1
100,5,1,2,24,1
127,7,1,2,10,1
127,7,0,2,0,0
310,5,1,2,16,1
310,5,1,2,18,1
310,5,1,2,17,1
310,5,1,2,16,1
310,5,0,2,0,0
310,5,1,2,13,1
310,5,1,2,12,1
310,5,0,2,0,0
310,5,1,2,13,1
310,5,1,2,13,1
310,5,1,2,18,1
310,5,0,2,5,0
310,5,0,2,0,0
310,5,0,2,16,0
310,5,1,2,13,1
310,5,1,2,14,1
310,5,1,2,13,1
310,5,1,2,20,1
310,5,1,2,17,1
310,5,0,2,0,0
310,5,1,2,20,1
310,5,1,2,13,1
310,5,0,2,10,0
310,5,1,2,13,1
310,5,1,2,11,1
310,5,0,2,10,0
310,5,1,2,16,1
310,5,1,2,18,1
310,5,0,2,0,0
310,5,1,2,14,1
310,5,1,2,16,1
310,5,1,2,22,1
310,5,0,2,16,0
310,5,1,2,22,1
310,5,1,2,7,1
310,5,1,2,18,1
310,5,1,2,17,1
310,5,0,2,0,0
310,5,1,2,16,1
310,5,1,2,17,1
454,5,1,2,18,0
454,5,0,2,0,0
454,5,1,2,18,1
454,5,1,2,14,1
454,5,1,2,14,1
454,5,1,2,22,1
454,5,1,2,14,1
256,5,1,2,14,0
256,5,1,2,22,1
256,5,1,2,15,1
256,5,1,2,18,1
256,5,1,2,15,1
129,5,1,2,0,0
129,5,1,2,0,1
129,5,1,2,0,1
129,5,1,2,0,1
129,5,0,2,0,0
129,5,0,2,0,0
129,5,1,2,0,1
129,5,1,2,0,1
129,5,1,2,0,1
129,5,1,2,0,1
129,5,0,2,0,0
129,5,1,2,0,1
129,5,1,2,0,1
129,5,1,2,0,1
129,5,1,2,0,1
